Code	Variations	Loop	Positioned	Volume	Fade	Folder	Filename	Comment	Stan Questions	Added	Category	Channels	
battle_flee_fail				63		Battle	SFX_Battle_Flee_Fail	When flee failed		Y	Battle	2	
battle_dizzy_start				50		Battle	SFX_Battle_Dizzy_Start	When spirit is dizzy		Y	Battle	2	
battle_dizzy_loop		1		63		Battle	SFX_Battle_Dizzy_Loop	Loop when spirits are dizzy (TBD!)		N	Battle	2	
battle_spirit_banished				100		Battle	SFX_Battle_Spirit_Banished	When spirit is banished		Y	Battle	2	
battle_boss_entry				71		Battle	SFX_Battle_Boss_Entry	When boss enteres the battle		Y	Battle	2	
battle_temple_boss_entry				71		Battle	SFX_Env_Temple_Boss_Entry	When temple boss begins to fall (shadow appears on map)		Y	Battle	2	
													
// ATMOSPHERIC	Variations	Loop	Positioned	Volume	Fade	Folder	Filename	Comment	Stan Questions	Added	Category	Channels	
atmo_outside_wind		1		56	4	Atmo	SFX_Atmo_Outside_Wind	Loop when outside	Disabled for now	N	Atmo	2	
atmo_outside_wind_birds		1		71	4	Atmo	SFX_Atmo_Outside_Wind_Birds	Loop when player is outside		N	Atmo	2	
atmo_outside_rain		1		50	4	Atmo	SFX_Atmo_Outside_Rain	Loop when outside and raining		Y	Atmo	2	
atmo_outside_night		1		71	10	Atmo	SFX_Atmo_Outside_Night	Replaces wind_birds loop when its night time		Y	Atmo	2	
atmo_hot_spring		1		71	4	Atmo	SFX_Atmo_Hot_Spring	Loop inside hot spring		Y	Atmo	2	
atmo_star_storm		1		71		Atmo	SFX_Atmo_Star_Storm	Loop when star storm occurs		Y	Atmo	2	
atmo_owl	5	0		71		Atmo	SFX_Atmo_Owl				Atmo	2	
atmo_songbird	6	0		71		Atmo	SFX_Atmo_Songbird				Atmo	2	
atmo_season_spring		1		71		Atmo	SFX_Atmo_Spring			Y	Atmo	2	
atmo_season_summer		1		71		Atmo	SFX_Atmo_Summer			Y	Atmo	2	
atmo_season_fall		1		71		Atmo	SFX_Atmo_Fall			Y	Atmo	2	
atmo_season_winter		1		71		Atmo	SFX_Atmo_Winter			Y	Atmo	2	
atmo_inside_rain		1		71		Atmo	SFX_Atmo_Rain_Home	Loop when it rains and you are in your house		N	Atmo	2	
atmo_firework	6	0		71		Atmo	SFX_Atmo_Firework	Firework sounds as soon as particles explode		Y	Atmo	2	
													
// LAYOUT SPECIFIC AMBIENT													
atmo_layout_mine		1		71	1	Atmo	SFX_Atmo_Cave	Loop inside mines and dungeons		Y	Atmo	2	
atmo_layout_smithy		1		100	1	Atmo	SFX_Atmo_Smithy	Loop when inside smithy		Y	Atmo	2	
atmo_layout_conservatory		1		100	1	Atmo	SFX_Atmo_Conservatory	Loop when inside conservatory		Y	Atmo	2	
atmo_layout_sciencecenter		1		100	1	Atmo	SFX_Atmo_Science_Center	Loop when inside science cener		Y	Atmo	2	
atmo_layout_generalstore		1		100	1	Atmo	SFX_Atmo_Shop	Loop when inside general store		Y	Atmo	2	
atmo_layout_tavern		1		100	1	Atmo	SFX_Atmo_Tavern	Loop when inside tavern		Y	Atmo	2	
atmo_layout_fishingshop		1		100	1	Atmo	SFX_Atmo_Fishing_Shack	Loop when inside fishing shack		Y	Atmo	2	
atmo_layout_workshop		1		100	1	Atmo	SFX_Atmo_Workshop	Loop when inside workshop		Y	Atmo	2	
atmo_layout_templeearth		1		71	1	Atmo	SFX_Atmo_Temple_Spring			Y	Atmo	2	
atmo_layout_templewater		1		71	1	Atmo	SFX_Atmo_Temple_Summer			Y	Atmo	2	
atmo_layout_templepoison		1		71	1	Atmo	SFX_Atmo_Temple_Fall			Y	Atmo	2	
atmo_layout_templeelectric		1		71	1	Atmo	SFX_Atmo_Temple_Winter			Y	Atmo	2	
atmo_layout_parentdream		1		71	1	Atmo	SFX_Parent_Dream			Y	Atmo	2	
atmo_layout_infinidungeon		1		100	1	Atmo	SFX_Atmo_Infinidungeon			Y	Atmo	2	
atmo_layout_infinidungeonentrance		1		100	1	Atmo	SFX_Atmo_Infinidungeon			Y	Atmo	2	
atmo_layout_tavernriftparty		1		50	1	Atmo	SFX_Atmo_Tavern	Loop when inside tavern during  the party		Y	Atmo	2	
													
// STINGERS	Variations	Loop	Positioned	Volume	Fade	Folder							
stg_dungeon_enter				71		Stinger	SFX_Stinger_Dungeon_Enter	When the first room of a dungeon is loaded		Y	Stinger	1	
stg_key_item				100		Stinger	SFX_Stinger_Key_Item_Found	When a key item is found		Y	Stinger	2	
stg_level_up				79		Stinger	SFX_Stinger_Level_Up	When a spirits xp meter reaches the next level	Played at the end of the battle	Y	Stinger	2	
stg_quest				89		Stinger	SFX_Stinger_Quest	When a quests starts / ends		Y	Stinger	2	
stg_secret				89		Stinger	SFX_Stinger_Secret	TBD		Y	Stinger	2	
stg_battle				100		Stinger	SFX_Stinger_Battle	As soon as player collides with wild spirit and the VS screen plays		Y	Stinger	2	
stg_research				100		Stinger	SFX_Stinger_Research	After research is done		Y	Stinger	2	
stg_tame				100		Stinger	SFX_Stinger_Tame	Plays when taming during battle succeeds. Starts on the first frame of the "zooming tween"		Y	Stinger	2	
													
// CINEMATIC													
cin_intro_storm		1		100	1	Cinematic	SFX_Cin_Intro_Storm	Plays and loops when the intro starts		Y	Cinematic	2	
cin_intro_storm_strong		1		100	1	Cinematic	SFX_Cin_Intro_Storm_Strong	Plays and loops when the wind gets strongers, layers on top of storm sound above		Y	Cinematic	2	
cin_intro_fall				100		Cinematic	SFX_Cin_Intro_Fall	Plays when the player falls off the broom		Y	Cinematic	1	
cin_intro_impact				100		Cinematic	SFX_Cin_Intro_Impact	Plays when the player "hits" the ground (black screen) to indicate the crash		Y	Cinematic	1	
													
													
env_plant_grow1				100		PlayerInteract	SFX_Env_Plant_Grow_01	Plays progressively when the plants grow. Starts with lowest pitch and goes to highest to mark the planth height		Y	Environment	1	
env_plant_grow2				100		PlayerInteract	SFX_Env_Plant_Grow_02			Y	Environment	1	
env_plant_grow3				100		PlayerInteract	SFX_Env_Plant_Grow_03			Y	Environment	1	
env_plant_grow4				100		PlayerInteract	SFX_Env_Plant_Grow_04			Y	Environment	1	
env_plant_grow5				100		PlayerInteract	SFX_Env_Plant_Grow_05			Y	Environment	1	
env_plant_grow6				100		PlayerInteract	SFX_Env_Plant_Grow_06			Y	Environment	1	
env_plant_grow7				100		PlayerInteract	SFX_Env_Plant_Grow_07			Y	Environment	1	
env_plant_grow8				100		PlayerInteract	SFX_Env_Plant_Grow_08			Y	Environment	1	
env_plant_grow9				100		PlayerInteract	SFX_Env_Plant_Grow_09			Y	Environment	1	
env_plant_grow10				100		PlayerInteract	SFX_Env_Plant_Grow_10			Y	Environment	1	
env_plant_grow11				100		PlayerInteract	SFX_Env_Plant_Grow_11			Y	Environment	1	
env_plant_grow12				100		PlayerInteract	SFX_Env_Plant_Grow_12			Y	Environment	1	
env_plant_grow13				100		PlayerInteract	SFX_Env_Plant_Grow_13			Y	Environment	1	
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													

Code	Variations	Loop	Positioned	Volume	Fade	Folder	Filename	Comment	Stan Questions	Added	Category		
													
// DAILY MUSIC													
mus_spring_1				50	2		MI-Spring-Discovery				Music		
mus_spring_2				50	2		MI-Spring-Shuffling Around				Music		
mus_spring_3				50	2		MI - Moonstone Rising				Music		
mus_summer_1				50	2		MI-Summer-Moonstone Summer				Music		
mus_summer_2				50	2		MI-Breezy Corners				Music		
mus_summer_3				50	2		MI-Over The Bridge				Music		
mus_fall_1				50	2		MI-Fall-Autumn Harvest				Music		
mus_fall_2				50	2		MI-Moonlight on the Island				Music		
mus_fall_3				50	2		MI-Winter Is Around The Corner				Music		
mus_winter_1				50	2		MI-Winter-Contemplation				Music		
mus_winter_2				50	2		MI-Winter-Morning In Town				Music		
mus_winter_3				50	2		MI-Winter-Stardust				Music		
													
// BATTLE MUSIC													
mus_battle_1		1		50	1		MI-Battle Theme				Music		
mus_battle_boss		1		50	1		MI - Boss Battle				Music		
mus_battle_guardian		1		70	1		MI - Guardian Battle				Music		
mus_battle_missingno		1		70	1		MI - Mission Missingno				Music		
													
													
// LOCATION SPECIFIC MUSIC	Variations	Loop	Positioned	Volume	Fade	Folder	Filename	Comment	Stan Questions	Added	Category		
mus_dungeon_1		1		50	1		MI - Dungeon Theme				Music		
mus_town_1				50	5		MI - A Bit of Bustle - Town theme				Music		
													
mus_date		1		50	5		MI - Getting To Know You				Music		
											Music		
mus_tavern_happy_hour		1		50	1		MI - Happiness Hour	Tavern, Friday after 5pm			Music		
													
													
mus_title		1		50	1		MI-Moonlight on the Island				Music		
													
mus_festival		1		50	2		MI-Winter Is Around The Corner				Music		
													
tutorial1		1		50	2		MI - Moonstone Rising				Music		
tutorial2		1		50	2		MI-Moonlight on the Island				Music		
													
mus_intro				20	3		MI - Game Intro Music				Music		
													
mus_wedding		1		70	1		MI-Evergreen				Music		
mus_festival_spring1		1		50	2		MI-Winter-Stardust				Music		
mus_festival_spring2		1		50	2		MI-Winter-Contemplation				Music		
													
mus_festival_summer1		1		50	2		MI-Winter-Contemplation				Music		
mus_festival_summer2		1		50	2		MI-Winter Is Around The Corner				Music		
													
mus_festival_fall1		1		70	2		MI-Breezy Corners				Music		
mus_festival_fall2		1		50	2		MI - Happiness Hour				Music		
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													
													

